ID,account_id,amount,transaction_data
2416,160,4012,2025-09-14
2417,26,-181,2025-09-14
2418,229,-49,2025-09-14
2419,96,-175,2025-09-14
2420,207,-27,2025-09-15
2421,143,-33,2025-09-15
2422,65,26,2025-09-15
2423,160,-274,2025-09-15
2424,359,21,2025-09-15
2425,319,-42,2025-09-15
2426,405,40,2025-09-15
2427,248,-54,2025-09-15
2428,324,-107,2025-09-15
2429,362,-29,2025-09-15
2430,129,-39,2025-09-15
2431,176,-23,2025-09-15
2432,245,-19,2025-09-15
2433,405,-228,2025-09-15
2434,469,25,2025-09-15
2435,466,191,2025-09-15
2436,460,-151,2025-09-15
2437,18,-35,2025-09-15
2438,169,186,2025-09-15
2439,86,-473,2025-09-15
2440,232,-50,2025-09-15
2441,344,171,2025-09-15
2442,10,-23,2025-09-15
2443,423,56,2025-09-15
2444,357,-12,2025-09-15
2445,5,8,2025-09-15
2446,137,-9,2025-09-15
2447,327,6,2025-09-16
2448,103,-144,2025-09-16
2449,447,-8,2025-09-16
2450,112,23,2025-09-16
2451,187,11,2025-09-16
2452,17,196,2025-09-16
2453,58,-13,2025-09-16
2454,191,-198,2025-09-16
2455,56,127,2025-09-16
2456,308,-36,2025-09-16
2457,247,-44,2025-09-16
2458,385,35,2025-09-16
2459,68,-84,2025-09-16
2460,36,-189,2025-09-16
2461,244,-29,2025-09-16
2462,251,-33,2025-09-16
2463,244,-35,2025-09-16
2464,122,17,2025-09-16
2465,360,-186,2025-09-16
2466,379,-14,2025-09-16
2467,252,148,2025-09-16
2468,29,-30,2025-09-16
2469,306,24,2025-09-16
2470,489,111,2025-09-16
2471,143,-28,2025-09-16
2472,127,39,2025-09-16
2473,164,-34,2025-09-16
2474,345,-801,2025-09-16
2475,234,-19,2025-09-17
2476,65,-18,2025-09-17
2477,381,-167,2025-09-17
2478,23,-2911,2025-09-17
2479,207,-11,2025-09-17
2480,269,-9,2025-09-17
2481,374,-31,2025-09-17
2482,155,173,2025-09-17
2483,200,34,2025-09-17
2484,159,-133,2025-09-17
2485,266,560,2025-09-17
2486,65,-57,2025-09-17
2487,413,-35,2025-09-17
2488,59,29,2025-09-17
2489,23,-6,2025-09-17
2490,272,-247,2025-09-17
2491,375,-25,2025-09-17
2492,82,-382,2025-09-17
2493,417,-12,2025-09-17
2494,437,-35,2025-09-17
2495,171,-654,2025-09-17
2496,349,42,2025-09-17
2497,160,154,2025-09-17
2498,487,-83,2025-09-17
2499,96,39,2025-09-17
2500,5,-31,2025-09-17
2501,407,-49,2025-09-17
2502,68,-12,2025-09-18
2503,310,-12,2025-09-18
2504,63,164,2025-09-18
2505,410,-12,2025-09-18
2506,330,-149,2025-09-18
2507,193,-4512,2025-09-18
2508,494,48,2025-09-18
2509,397,101,2025-09-18
2510,351,-46,2025-09-18
2511,324,-19,2025-09-18
2512,438,-192,2025-09-18
2513,79,160,2025-09-18
2514,22,-199,2025-09-18
2515,60,-4838,2025-09-18
2516,40,-224,2025-09-18
2517,214,-40,2025-09-18
2518,296,-34,2025-09-18
2519,500,112,2025-09-18
2520,180,-152,2025-09-18
2521,243,-293,2025-09-18
2522,6,-45,2025-09-18
2523,140,7,2025-09-18
2524,58,-110,2025-09-18
2525,46,-44,2025-09-18
2526,140,167,2025-09-18
2527,158,83,2025-09-18
2528,79,-16,2025-09-18
2529,9,31,2025-09-18
2530,489,701,2025-09-19
2531,209,-159,2025-09-19
2532,11,-181,2025-09-19
2533,125,-7,2025-09-19
2534,402,-809,2025-09-19
2535,2,-47,2025-09-19
2536,33,-126,2025-09-19
2537,432,-72,2025-09-19
2538,19,34,2025-09-19
2539,495,-43,2025-09-19
2540,479,-45,2025-09-19
2541,213,17,2025-09-19
2542,25,-34,2025-09-19
2543,232,-16,2025-09-19
2544,216,-185,2025-09-19
2545,308,177,2025-09-19
2546,470,-115,2025-09-19
2547,419,-5,2025-09-19
2548,381,-175,2025-09-19
2549,46,-88,2025-09-19
2550,443,-38,2025-09-19
2551,110,91,2025-09-19
2552,47,-140,2025-09-19
2553,255,-35,2025-09-19
2554,36,43,2025-09-19
2555,245,154,2025-09-19
2556,112,34,2025-09-19
2557,240,-61,2025-09-20
2558,226,-866,2025-09-20
2559,314,489,2025-09-20
2560,216,-17,2025-09-20
2561,350,966,2025-09-20
2562,79,-38,2025-09-20
2563,292,-400,2025-09-20
2564,204,-38,2025-09-20
2565,79,50,2025-09-20
2566,8,-116,2025-09-20
2567,235,-195,2025-09-20
2568,353,-27,2025-09-20
2569,456,39,2025-09-20
2570,286,119,2025-09-20
2571,138,-132,2025-09-20
2572,352,71,2025-09-20
2573,213,48,2025-09-20
2574,270,-206,2025-09-20
2575,333,-354,2025-09-20
2576,176,-27,2025-09-20
2577,283,186,2025-09-20
2578,467,-21,2025-09-20
2579,469,33,2025-09-20
2580,341,-42,2025-09-20
2581,183,-175,2025-09-20
2582,287,25,2025-09-20
2583,377,-237,2025-09-20
2584,380,-34,2025-09-21
2585,138,-135,2025-09-21
2586,168,25,2025-09-21
2587,302,-71,2025-09-21
2588,91,-19,2025-09-21
2589,114,-8,2025-09-21
2590,227,47,2025-09-21
2591,250,-50,2025-09-21
2592,422,-32,2025-09-21
2593,320,38,2025-09-21
2594,47,37,2025-09-21
2595,95,31,2025-09-21
2596,472,177,2025-09-21
2597,124,-33,2025-09-21
2598,463,257,2025-09-21
2599,406,224,2025-09-21
2600,350,118,2025-09-21
2601,461,-110,2025-09-21
2602,160,33,2025-09-21
2603,197,15,2025-09-21
2604,238,-180,2025-09-21
2605,474,-444,2025-09-21
2606,66,13,2025-09-21
2607,85,-42,2025-09-21
2608,103,-103,2025-09-21
2609,19,18,2025-09-21
2610,27,419,2025-09-21
2611,271,-31,2025-09-21
2612,333,-285,2025-09-22
2613,240,27,2025-09-22
2614,119,-85,2025-09-22
2615,370,-173,2025-09-22
2616,392,-187,2025-09-22
2617,63,-47,2025-09-22
2618,300,-160,2025-09-22
2619,89,144,2025-09-22
2620,341,-796,2025-09-22
2621,386,188,2025-09-22
2622,40,21,2025-09-22
2623,318,-49,2025-09-22
2624,357,-58,2025-09-22
2625,246,-82,2025-09-22
2626,469,-36,2025-09-22
2627,469,-568,2025-09-22
2628,96,-9,2025-09-22
2629,212,-38,2025-09-22
2630,362,-15,2025-09-22
2631,375,9,2025-09-22
2632,292,-6,2025-09-22
2633,65,68,2025-09-22
2634,59,-28,2025-09-22
2635,401,-901,2025-09-22
2636,251,-16,2025-09-22
2637,239,39,2025-09-22
2638,360,175,2025-09-22
2639,493,386,2025-09-23
2640,94,-108,2025-09-23
2641,365,72,2025-09-23
2642,43,39,2025-09-23
2643,125,-43,2025-09-23
2644,201,-70,2025-09-23
2645,194,-35,2025-09-23
2646,247,-41,2025-09-23
2647,460,52,2025-09-23
2648,374,-27,2025-09-23
2649,109,-119,2025-09-23
2650,94,98,2025-09-23
2651,390,-34,2025-09-23
2652,260,18,2025-09-23
2653,232,-41,2025-09-23
2654,315,-176,2025-09-23
2655,100,-67,2025-09-23
2656,228,-21,2025-09-23
2657,120,-24,2025-09-23
2658,126,-4781,2025-09-23
2659,228,-2110,2025-09-23
2660,377,-5,2025-09-23
2661,216,-37,2025-09-23
2662,110,-32,2025-09-23
2663,155,-44,2025-09-23
2664,416,-32,2025-09-23
2665,93,89,2025-09-23
2666,28,12,2025-09-23
2667,53,-34,2025-09-24
2668,375,-608,2025-09-24
2669,83,135,2025-09-24
2670,491,-609,2025-09-24
2671,64,-28,2025-09-24
2672,372,70,2025-09-24
2673,291,-36,2025-09-24
2674,382,-31,2025-09-24
2675,136,64,2025-09-24
2676,214,751,2025-09-24
2677,19,-948,2025-09-24
2678,83,767,2025-09-24
2679,307,-756,2025-09-24
2680,419,542,2025-09-24
2681,317,109,2025-09-24
2682,81,31,2025-09-24
2683,262,990,2025-09-24
2684,399,-830,2025-09-24
2685,270,-17,2025-09-24
2686,133,36,2025-09-24
2687,296,-102,2025-09-24
2688,481,-126,2025-09-24
2689,412,-40,2025-09-24
2690,166,-952,2025-09-24
2691,157,6,2025-09-24
2692,323,131,2025-09-24
2693,167,1959,2025-09-24
2694,418,793,2025-09-25
2695,274,-39,2025-09-25
2696,232,-130,2025-09-25
2697,139,110,2025-09-25
2698,50,204,2025-09-25
2699,49,-151,2025-09-25
2700,435,-114,2025-09-25
2701,337,-900,2025-09-25
2702,479,-99,2025-09-25
2703,106,-29,2025-09-25
2704,166,744,2025-09-25
2705,450,34,2025-09-25
2706,103,17,2025-09-25
2707,200,-188,2025-09-25
2708,26,33,2025-09-25
2709,357,-18,2025-09-25
2710,301,-1306,2025-09-25
2711,407,50,2025-09-25
2712,383,94,2025-09-25
2713,484,13,2025-09-25
2714,21,-40,2025-09-25
2715,274,-108,2025-09-25
2716,376,-33,2025-09-25
2717,231,-37,2025-09-25
2718,108,-3415,2025-09-25
2719,66,-262,2025-09-25
2720,218,-224,2025-09-25
2721,102,-441,2025-09-26
2722,269,-136,2025-09-26
2723,160,-28,2025-09-26
2724,82,69,2025-09-26
2725,195,-140,2025-09-26
2726,97,-999,2025-09-26
2727,342,-7,2025-09-26
2728,178,176,2025-09-26
2729,41,-23,2025-09-26
2730,406,47,2025-09-26
2731,316,-8,2025-09-26
2732,496,576,2025-09-26
2733,184,-990,2025-09-26
2734,96,-49,2025-09-26
2735,28,96,2025-09-26
2736,434,823,2025-09-26
2737,430,-2610,2025-09-26
2738,489,-1686,2025-09-26
2739,368,-108,2025-09-26
2740,78,16,2025-09-26
2741,64,-44,2025-09-26
2742,23,40,2025-09-26
2743,391,-169,2025-09-26
2744,289,-147,2025-09-26
2745,344,-101,2025-09-26
2746,177,-24,2025-09-26
2747,115,-60,2025-09-26
2748,490,-104,2025-09-26
2749,396,-45,2025-09-27
2750,315,8,2025-09-27
2751,448,-170,2025-09-27
2752,156,21,2025-09-27
2753,81,31,2025-09-27
2754,280,80,2025-09-27
2755,279,823,2025-09-27
2756,425,-39,2025-09-27
2757,340,-39,2025-09-27
2758,482,-984,2025-09-27
2759,432,-50,2025-09-27
2760,377,-51,2025-09-27
2761,270,137,2025-09-27
2762,358,20,2025-09-27
2763,119,50,2025-09-27
2764,118,-27,2025-09-27
2765,275,-153,2025-09-27
2766,120,-111,2025-09-27
2767,452,-9,2025-09-27
2768,232,-71,2025-09-27
2769,334,-39,2025-09-27
2770,425,-149,2025-09-27
2771,110,-50,2025-09-27
2772,36,175,2025-09-27
2773,168,-20,2025-09-27
2774,378,13,2025-09-27
2775,381,-8,2025-09-27
2776,165,-95,2025-09-28
2777,142,-36,2025-09-28
2778,493,613,2025-09-28
2779,220,-9,2025-09-28
2780,358,128,2025-09-28
2781,481,31,2025-09-28
2782,20,-13,2025-09-28
2783,395,47,2025-09-28
2784,4,154,2025-09-28
2785,453,128,2025-09-28
2786,20,-75,2025-09-28
2787,149,-12,2025-09-28
2788,66,-14,2025-09-28
2789,373,-23,2025-09-28
2790,437,-10,2025-09-28
2791,319,-93,2025-09-28
2792,472,-228,2025-09-28
2793,373,-15,2025-09-28
2794,254,-682,2025-09-28
2795,12,-78,2025-09-28
2796,455,166,2025-09-28
2797,489,-1036,2025-09-28
2798,121,130,2025-09-28
2799,230,43,2025-09-28
2800,310,27,2025-09-28
2801,286,45,2025-09-28
2802,452,-133,2025-09-28
2803,56,-41,2025-09-28
2804,445,-25,2025-09-29
2805,403,17,2025-09-29
2806,273,27,2025-09-29
2807,177,17,2025-09-29
2808,52,-41,2025-09-29
2809,68,-39,2025-09-29
2810,333,-28,2025-09-29
2811,208,-49,2025-09-29
2812,468,-47,2025-09-29
2813,113,-20,2025-09-29
2814,428,-867,2025-09-29
2815,445,-22,2025-09-29
2816,326,-18,2025-09-29
2817,382,26,2025-09-29
2818,406,22,2025-09-29
2819,480,-141,2025-09-29
2820,87,-13,2025-09-29
2821,100,-151,2025-09-29
2822,77,-23,2025-09-29
2823,98,-77,2025-09-29
2824,157,138,2025-09-29
2825,453,-34,2025-09-29
2826,476,-47,2025-09-29
2827,459,41,2025-09-29
2828,306,183,2025-09-29
2829,421,320,2025-09-29
2830,466,35,2025-09-29
2831,309,-38,2025-09-30
2832,270,-881,2025-09-30
2833,411,-13,2025-09-30
2834,39,-123,2025-09-30
2835,148,-47,2025-09-30
2836,337,43,2025-09-30
2837,201,-43,2025-09-30
2838,347,25,2025-09-30
2839,425,12,2025-09-30
2840,134,47,2025-09-30
2841,139,-25,2025-09-30
2842,5,-165,2025-09-30
2843,396,-196,2025-09-30
2844,306,417,2025-09-30
2845,11,-163,2025-09-30
2846,206,49,2025-09-30
2847,48,-45,2025-09-30
2848,302,-357,2025-09-30
2849,331,-324,2025-09-30
2850,248,-577,2025-09-30
2851,189,-4084,2025-09-30
2852,402,-89,2025-09-30
2853,64,-593,2025-09-30
2854,438,657,2025-09-30
2855,372,-183,2025-09-30
2856,190,69,2025-09-30
2857,50,35,2025-09-30
2858,9,-169,2025-10-01
2859,236,41,2025-10-01
2860,87,5,2025-10-01
2861,495,196,2025-10-01
2862,322,-20,2025-10-01
2863,106,18,2025-10-01
2864,249,-5,2025-10-01
2865,155,120,2025-10-01
2866,58,-40,2025-10-01
2867,461,-42,2025-10-01
2868,177,-16,2025-10-01
2869,12,-50,2025-10-01
2870,35,-55,2025-10-01
2871,9,-187,2025-10-01
2872,439,536,2025-10-01
2873,124,-15,2025-10-01
2874,430,-44,2025-10-01
2875,219,76,2025-10-01
2876,321,43,2025-10-01
2877,116,42,2025-10-01
2878,433,-766,2025-10-01
2879,50,-829,2025-10-01
2880,265,-190,2025-10-01
2881,168,74,2025-10-01
2882,155,25,2025-10-01
2883,2,-46,2025-10-01
2884,56,49,2025-10-01
2885,427,116,2025-10-01
2886,91,-30,2025-10-02
2887,86,-8,2025-10-02
2888,273,33,2025-10-02
2889,48,46,2025-10-02
2890,464,5,2025-10-02
2891,364,114,2025-10-02
2892,246,19,2025-10-02
2893,147,-21,2025-10-02
2894,59,5,2025-10-02
2895,258,197,2025-10-02
2896,407,-778,2025-10-02
2897,226,-26,2025-10-02
2898,420,24,2025-10-02
2899,258,-24,2025-10-02
2900,405,-13,2025-10-02
2901,8,-179,2025-10-02
2902,498,-11,2025-10-02
2903,285,-179,2025-10-02
2904,67,38,2025-10-02
2905,37,8,2025-10-02
2906,179,-26,2025-10-02
2907,232,148,2025-10-02
2908,395,-85,2025-10-02
2909,458,-30,2025-10-02
2910,329,-7,2025-10-02
2911,343,-7,2025-10-02
2912,166,-12,2025-10-02
2913,24,16,2025-10-03
2914,275,-9,2025-10-03
2915,377,-22,2025-10-03
2916,6,34,2025-10-03
2917,351,-132,2025-10-03
2918,416,-15,2025-10-03
2919,279,34,2025-10-03
2920,139,-7,2025-10-03
2921,263,-157,2025-10-03
2922,214,-44,2025-10-03
2923,43,-262,2025-10-03
2924,476,-25,2025-10-03
2925,330,34,2025-10-03
2926,462,-114,2025-10-03
2927,11,-30,2025-10-03
2928,489,-309,2025-10-03
2929,81,-79,2025-10-03
2930,200,-242,2025-10-03
2931,292,260,2025-10-03
2932,304,-40,2025-10-03
2933,414,-4285,2025-10-03
2934,413,-25,2025-10-03
2935,1,14,2025-10-03
2936,436,-31,2025-10-03
2937,161,-26,2025-10-03
2938,203,-40,2025-10-03
2939,166,-170,2025-10-03
2940,28,-406,2025-10-03
2941,279,-48,2025-10-04
2942,457,-492,2025-10-04
2943,75,-32,2025-10-04
2944,112,-869,2025-10-04
2945,309,512,2025-10-04
2946,50,36,2025-10-04
2947,46,-183,2025-10-04
2948,127,-76,2025-10-04
2949,471,77,2025-10-04
2950,309,-95,2025-10-04
2951,451,30,2025-10-04
2952,32,-46,2025-10-04
2953,235,-45,2025-10-04
2954,70,-610,2025-10-04
2955,422,6,2025-10-04
2956,447,-32,2025-10-04
2957,89,-52,2025-10-04
2958,341,47,2025-10-04
2959,259,-855,2025-10-04
2960,254,968,2025-10-04
2961,404,-205,2025-10-04
2962,364,155,2025-10-04
2963,130,42,2025-10-04
2964,440,-55,2025-10-04
2965,492,-5,2025-10-04
2966,77,154,2025-10-04
2967,177,9,2025-10-04
2968,432,9,2025-10-05
2969,331,142,2025-10-05
2970,380,38,2025-10-05
2971,378,-130,2025-10-05
2972,18,11,2025-10-05
2973,336,-173,2025-10-05
2974,307,20,2025-10-05
2975,179,34,2025-10-05
2976,273,-115,2025-10-05
2977,183,-60,2025-10-05
2978,244,-28,2025-10-05
2979,184,-5,2025-10-05
2980,195,-15,2025-10-05
2981,380,30,2025-10-05
2982,303,-28,2025-10-05
2983,250,-22,2025-10-05
2984,255,-751,2025-10-05
2985,173,159,2025-10-05
2986,107,334,2025-10-05
2987,276,-32,2025-10-05
2988,482,49,2025-10-05
2989,259,126,2025-10-05
2990,12,-34,2025-10-05
2991,334,-45,2025-10-05
2992,157,-7,2025-10-05
2993,225,33,2025-10-05
2994,74,111,2025-10-05
2995,464,1434,2025-10-06
2996,289,154,2025-10-06
2997,284,-653,2025-10-06
2998,400,-159,2025-10-06
2999,291,-8,2025-10-06
3000,22,-44,2025-10-06
3001,389,-17,2025-10-06
3002,96,21,2025-10-06
3003,4,-4203,2025-10-06
3004,37,-138,2025-10-06
3005,92,-14,2025-10-06
3006,443,97,2025-10-06
3007,155,-20,2025-10-06
3008,166,-200,2025-10-06
3009,198,28,2025-10-06
3010,468,-151,2025-10-06
3011,229,120,2025-10-06
3012,167,-14,2025-10-06
3013,364,-92,2025-10-06
3014,392,234,2025-10-06
3015,109,-17,2025-10-06
3016,95,-1441,2025-10-06
3017,75,-157,2025-10-06
3018,186,169,2025-10-06
3019,320,-175,2025-10-06
3020,192,-314,2025-10-06
3021,487,-16,2025-10-06
3022,55,-4030,2025-10-06
3023,273,115,2025-10-07
3024,232,-48,2025-10-07
3025,416,-180,2025-10-07
3026,486,10,2025-10-07
3027,313,-2451,2025-10-07
3028,320,-151,2025-10-07
3029,135,-752,2025-10-07
3030,244,-7,2025-10-07
3031,392,493,2025-10-07
3032,101,160,2025-10-07
3033,439,-103,2025-10-07
3034,403,-12,2025-10-07
3035,444,-42,2025-10-07
3036,169,-22,2025-10-07
3037,234,-181,2025-10-07
3038,128,-743,2025-10-07
3039,399,-117,2025-10-07
3040,193,-816,2025-10-07
3041,158,59,2025-10-07
3042,96,-816,2025-10-07
3043,346,39,2025-10-07
3044,494,19,2025-10-07
3045,68,-115,2025-10-07
3046,189,576,2025-10-07
3047,369,-62,2025-10-07
3048,443,-140,2025-10-07
3049,59,-121,2025-10-07
3050,162,-20,2025-10-08
3051,312,-3592,2025-10-08
3052,28,-121,2025-10-08
3053,483,-263,2025-10-08
3054,264,-40,2025-10-08
3055,103,4673,2025-10-08
3056,431,-147,2025-10-08
3057,499,1207,2025-10-08
3058,110,19,2025-10-08
3059,56,-42,2025-10-08
3060,362,-67,2025-10-08
3061,100,-28,2025-10-08
3062,321,6,2025-10-08
3063,412,36,2025-10-08
3064,480,-482,2025-10-08
3065,224,-25,2025-10-08
3066,273,-33,2025-10-08
3067,79,-176,2025-10-08
3068,315,-45,2025-10-08
3069,186,56,2025-10-08
3070,234,-147,2025-10-08
3071,296,30,2025-10-08
3072,289,382,2025-10-08
3073,473,-801,2025-10-08
3074,96,-47,2025-10-08
3075,76,-144,2025-10-08
3076,499,-94,2025-10-08
3077,263,188,2025-10-08
3078,306,-21,2025-10-09
3079,369,-513,2025-10-09
3080,402,-4580,2025-10-09
3081,469,24,2025-10-09
3082,128,-40,2025-10-09
3083,267,-15,2025-10-09
3084,102,-117,2025-10-09
3085,53,-116,2025-10-09
3086,199,165,2025-10-09
3087,400,-18,2025-10-09
3088,101,752,2025-10-09
3089,159,-468,2025-10-09
3090,248,-50,2025-10-09
3091,438,-188,2025-10-09
3092,393,-32,2025-10-09
3093,396,-49,2025-10-09
3094,360,-73,2025-10-09
3095,266,78,2025-10-09
3096,479,-23,2025-10-09
3097,120,-34,2025-10-09
3098,346,-956,2025-10-09
3099,109,105,2025-10-09
3100,272,38,2025-10-09
3101,484,-102,2025-10-09
3102,468,-37,2025-10-09
3103,308,-19,2025-10-09
3104,322,15,2025-10-09
3105,439,-142,2025-10-10
3106,34,-5,2025-10-10
3107,237,-877,2025-10-10
3108,354,104,2025-10-10
3109,312,-30,2025-10-10
3110,169,-1727,2025-10-10
3111,288,38,2025-10-10
3112,19,76,2025-10-10
3113,170,-32,2025-10-10
3114,385,167,2025-10-10
3115,60,-23,2025-10-10
3116,205,-318,2025-10-10
3117,349,23,2025-10-10
3118,32,-36,2025-10-10
3119,273,-42,2025-10-10
3120,227,-160,2025-10-10
3121,122,-76,2025-10-10
3122,309,-111,2025-10-10
3123,106,-21,2025-10-10
3124,329,40,2025-10-10
3125,365,111,2025-10-10
3126,438,208,2025-10-10
3127,326,-152,2025-10-10
3128,153,23,2025-10-10
3129,410,493,2025-10-10
3130,150,-5,2025-10-10
3131,27,12,2025-10-10
3132,276,-41,2025-10-11
3133,320,-183,2025-10-11
3134,428,-9,2025-10-11
3135,242,-36,2025-10-11
3136,160,-109,2025-10-11
3137,387,15,2025-10-11
3138,94,-46,2025-10-11
3139,351,-31,2025-10-11
3140,166,7,2025-10-11
3141,425,37,2025-10-11
3142,50,52,2025-10-11
3143,324,-32,2025-10-11
3144,139,-17,2025-10-11
3145,342,136,2025-10-11
3146,82,-26,2025-10-11
3147,485,-140,2025-10-11
3148,48,-167,2025-10-11
3149,425,-18,2025-10-11
3150,253,-12,2025-10-11
3151,222,48,2025-10-11
3152,487,-47,2025-10-11
3153,200,-192,2025-10-11
3154,403,237,2025-10-11
3155,40,42,2025-10-11
3156,159,-140,2025-10-11
3157,228,6,2025-10-11
3158,338,-32,2025-10-11
3159,56,-2953,2025-10-11
3160,126,-556,2025-10-12
3161,33,-53,2025-10-12
3162,99,-16,2025-10-12
3163,240,10,2025-10-12
3164,18,13,2025-10-12
3165,20,-9,2025-10-12
3166,455,-161,2025-10-12
3167,391,-7,2025-10-12
3168,440,-12,2025-10-12
3169,148,-18,2025-10-12
3170,110,35,2025-10-12
3171,405,38,2025-10-12
3172,215,17,2025-10-12
3173,99,-47,2025-10-12
3174,246,-199,2025-10-12
3175,15,43,2025-10-12
3176,115,727,2025-10-12
3177,118,-98,2025-10-12
3178,64,85,2025-10-12
3179,75,-336,2025-10-12
3180,238,11,2025-10-12
3181,65,-808,2025-10-12
3182,50,-7,2025-10-12
3183,416,-457,2025-10-12
3184,65,29,2025-10-12
3185,256,-39,2025-10-12
3186,156,-54,2025-10-12
3187,478,-189,2025-10-13
3188,144,34,2025-10-13
3189,240,-73,2025-10-13
3190,441,-42,2025-10-13
3191,98,-1906,2025-10-13
3192,159,-120,2025-10-13
3193,371,-12,2025-10-13
3194,377,137,2025-10-13
3195,126,-42,2025-10-13
3196,415,-12,2025-10-13
3197,125,2603,2025-10-13
3198,464,-20,2025-10-13
3199,81,187,2025-10-13
3200,358,-55,2025-10-13
3201,60,-849,2025-10-13
3202,12,-589,2025-10-13
3203,434,-338,2025-10-13
3204,253,77,2025-10-13
3205,209,-27,2025-10-13
3206,378,30,2025-10-13
3207,475,-39,2025-10-13
3208,480,-8,2025-10-13
3209,130,-53,2025-10-13
3210,80,-555,2025-10-13
3211,116,307,2025-10-13
3212,323,-49,2025-10-13
3213,259,157,2025-10-13
3214,76,-45,2025-10-13
3215,270,-378,2025-10-14
3216,123,4190,2025-10-14
3217,144,370,2025-10-14
3218,462,-34,2025-10-14
3219,50,13,2025-10-14
3220,177,-98,2025-10-14
3221,347,-19,2025-10-14
3222,440,-308,2025-10-14
3223,361,-176,2025-10-14
3224,195,-943,2025-10-14
3225,373,13,2025-10-14
3226,36,-114,2025-10-14
3227,108,-41,2025-10-14
3228,182,120,2025-10-14
3229,498,-580,2025-10-14
3230,382,-70,2025-10-14
3231,218,38,2025-10-14
3232,124,-25,2025-10-14
3233,456,-110,2025-10-14
3234,488,-2470,2025-10-14
3235,426,-4678,2025-10-14
3236,26,-41,2025-10-14
3237,167,766,2025-10-14
3238,343,189,2025-10-14
3239,263,-64,2025-10-14
3240,5,37,2025-10-14
3241,327,-127,2025-10-14
3242,69,6,2025-10-15
3243,172,-21,2025-10-15
3244,3,4327,2025-10-15
3245,66,-111,2025-10-15
3246,240,-63,2025-10-15
3247,478,1680,2025-10-15
3248,407,-163,2025-10-15
3249,328,102,2025-10-15
3250,54,-175,2025-10-15
3251,218,-39,2025-10-15
3252,54,34,2025-10-15
3253,289,-187,2025-10-15
3254,498,-5,2025-10-15
3255,172,332,2025-10-15
3256,38,-4149,2025-10-15
3257,319,576,2025-10-15
3258,454,-27,2025-10-15
3259,239,-26,2025-10-15
3260,328,-25,2025-10-15
3261,276,97,2025-10-15
3262,31,-37,2025-10-15
3263,34,-20,2025-10-15
3264,149,-31,2025-10-15
3265,472,126,2025-10-15
3266,408,-756,2025-10-15
3267,395,35,2025-10-15
3268,51,15,2025-10-15
3269,288,-258,2025-10-16
3270,82,-80,2025-10-16
3271,220,-27,2025-10-16
3272,456,-16,2025-10-16
3273,436,-36,2025-10-16
3274,366,-21,2025-10-16
3275,276,-31,2025-10-16
3276,160,21,2025-10-16
3277,293,47,2025-10-16
3278,193,10,2025-10-16
3279,372,-30,2025-10-16
3280,418,5,2025-10-16
3281,459,-935,2025-10-16
3282,161,-17,2025-10-16
3283,445,48,2025-10-16
3284,216,-302,2025-10-16
3285,213,-148,2025-10-16
3286,478,692,2025-10-16
3287,3,-2895,2025-10-16
3288,345,-104,2025-10-16
3289,292,174,2025-10-16
3290,500,9,2025-10-16
3291,184,49,2025-10-16
3292,95,32,2025-10-16
3293,112,-39,2025-10-16
3294,403,-161,2025-10-16
3295,359,42,2025-10-16
3296,443,-674,2025-10-16
3297,68,-14,2025-10-17
3298,91,-121,2025-10-17
3299,390,1321,2025-10-17
3300,32,-28,2025-10-17
3301,302,-58,2025-10-17
3302,180,-23,2025-10-17
3303,69,48,2025-10-17
3304,413,-6,2025-10-17
3305,73,-46,2025-10-17
3306,452,24,2025-10-17
3307,64,-121,2025-10-17
3308,363,-818,2025-10-17
3309,371,-30,2025-10-17
3310,88,-49,2025-10-17
3311,313,-182,2025-10-17
3312,298,139,2025-10-17
3313,299,45,2025-10-17
3314,257,91,2025-10-17
3315,200,135,2025-10-17
3316,250,-40,2025-10-17
3317,49,-109,2025-10-17
3318,345,-27,2025-10-17
3319,230,-23,2025-10-17
3320,400,742,2025-10-17
3321,223,19,2025-10-17
3322,96,-51,2025-10-17
3323,166,11,2025-10-17
3324,34,-464,2025-10-18
3325,69,47,2025-10-18
3326,391,-38,2025-10-18
3327,106,-44,2025-10-18
3328,392,48,2025-10-18
3329,430,893,2025-10-18
3330,367,-98,2025-10-18
3331,293,40,2025-10-18
3332,198,-39,2025-10-18
3333,41,-158,2025-10-18
3334,168,14,2025-10-18
3335,470,4824,2025-10-18
3336,427,-100,2025-10-18
3337,106,-198,2025-10-18
3338,24,-64,2025-10-18
3339,37,-70,2025-10-18
3340,105,-7,2025-10-18
3341,347,-685,2025-10-18
3342,146,-26,2025-10-18
3343,58,-129,2025-10-18
3344,466,-13,2025-10-18
3345,7,-47,2025-10-18
3346,176,13,2025-10-18
3347,336,-26,2025-10-18
3348,54,-50,2025-10-18
3349,153,-10,2025-10-18
3350,220,-44,2025-10-18
3351,125,-184,2025-10-18
3352,252,-23,2025-10-19
3353,319,50,2025-10-19
3354,314,-25,2025-10-19
3355,65,-121,2025-10-19
3356,206,145,2025-10-19
3357,141,13,2025-10-19
3358,484,120,2025-10-19
3359,94,-43,2025-10-19
3360,121,17,2025-10-19
3361,480,47,2025-10-19
3362,61,-2669,2025-10-19
3363,53,46,2025-10-19
3364,457,-65,2025-10-19
3365,112,48,2025-10-19
3366,161,-588,2025-10-19
3367,139,872,2025-10-19
